,Name,Display,Memory,Camera,Original_Price,Discounted_Price,Off_Upto
36,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹74,999","₹40,999",45% off
37,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
38,"POCO M7 5G (Mint Green, 128 GB)",17.48 cm (6.88 inch) HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 8MP Front Camera,"₹13,999","₹10,599",24% off
39,"Apple iPhone 16 (Black, 256 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,256 GB ROM,48MP + 12MP | 12MP Front Camera,"₹13,999","₹79,900",
40,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹33,999","₹8,499",39% off
41,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹14,999","₹18,499",45% off
42,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",17.12 cm (6.74 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 5MP Front Camera,"₹12,499","₹12,999",13% off
43,"MOTOROLA g35 5G (Midnight Black, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,"₹59,999","₹9,999",20% off
44,"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP + 8MP | 10MP Front Camera,"₹9,999","₹34,999",41% off
45,"MOTOROLA g05 (Forest Green, 64 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 8MP Front Camera,"₹16,999","₹7,299",27% off
46,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹15,999","₹9,999",41% off
47,"Samsung Galaxy F16 5G (Glam Green, 128 GB)",16.91 cm (6.657 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,50MP + 5MP + 2MP | 13MP Front Camera,,"₹12,499",21% off
48,"MOTOROLA g35 5G (Midnight Black, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 16MP Front Camera,"₹15,499","₹12,499",19% off
49,"POCO M7 Pro 5G (Lavender Frost, 256 GB)",16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,50MP + 2MP | 20MP Front Camera,"₹20,999","₹14,999",28% off
50,"Samsung Galaxy F07 (Green, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹9,999","₹6,799",32% off
51,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
52,"MOTOROLA g67 power 5G (Pantone Cilantro, 128 GB)",17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 8MP | 32MP Front Camera,"₹18,999","₹16,999",10% off
53,"CMF by Nothing Phone 2 Pro (White, 256 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,50MP + 50MP + 8MP | 16MP Front Camera,"₹24,999","₹19,499",22% off
54,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
55,"vivo T4x 5G (Pronto Purple, 128 GB)",17.07 cm (6.72 inch) Display,8 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹19,499","₹16,499",15% off
56,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹15,499","₹8,999",41% off
57,"realme P4x 5G (Matte Silver, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
58,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",17.02 cm (6.7 inch) Super HD Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 32MP Front Camera,"₹19,999","₹17,999",10% off
59,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",17.12 cm (6.74 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 5MP Front Camera,"₹14,999","₹12,999",13% off
60,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹15,999","₹12,499",21% off
61,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹74,999","₹40,999",45% off
62,"POCO M6 Plus 5G (Graphite Black, 128 GB)",17.25 cm (6.79 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 13MP Front Camera,"₹17,999","₹11,167",37% off
63,"POCO M7 Pro 5G (Lunar Dust, 128 GB)",16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 20MP Front Camera,"₹18,999","₹12,999",31% off
64,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
65,"Nothing Phone (3a) (Blue, 256 GB)",43.66 cm (17.19 cm) Full HD+ Display,8 GB RAM | 256 GB ROM,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,"₹29,999","₹26,999",10% off
66,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹13,999","₹8,499",39% off
67,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹33,999","₹18,499",45% off
68,"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,50MP + 50MP + 8MP | 16MP Front Camera,"₹24,999","₹19,499",22% off
69,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",16.94 cm (6.67 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,50MP + 13MP | 32MP Front Camera,"₹25,999","₹22,999",11% off
70,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
71,"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP + 8MP | 10MP Front Camera,"₹59,999","₹34,999",41% off
72,"Motorola G85 5G (Cobalt Blue, 128 GB)",16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 8MP | 32MP Front Camera,"₹20,999","₹16,999",19% off
73,"Ai+ Pulse (Blue, 64 GB)",17.13 cm (6.745 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 5MP Front Camera,"₹7,999","₹5,999",25% off
74,"Samsung Galaxy F07 (Green, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹9,999","₹6,799",32% off
75,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)",16.94 cm (6.67 inch) Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹13,999","₹12,999",7% off
76,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
77,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
78,"Ai+ Nova 5G (Pink, 128 GB)",17.13 cm (6.745 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 5MP Front Camera,"₹10,999","₹8,999",18% off
79,"CMF by Nothing Phone 2 Pro (Black, 128 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 50MP + 8MP | 16MP Front Camera,"₹22,999","₹17,499",23% off
80,"realme P4x 5G (Matte Silver, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
81,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹15,999","₹12,499",21% off
82,"POCO C71 (Power Black, 64 GB)",17.48 cm (6.88 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹8,999","₹6,799",24% off
83,"POCO C71 (Cool Blue, 128 GB)",17.48 cm (6.88 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹9,999","₹7,299",27% off
84,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹74,999","₹40,999",45% off
85,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 256 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,50MP + 12MP | 12MP Front Camera,"₹79,999","₹45,999",42% off
86,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
87,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹13,999","₹8,499",39% off
88,"Apple iPhone 16 (White, 256 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,256 GB ROM,48MP + 12MP | 12MP Front Camera,"₹8,999","₹79,900",
89,"POCO C71 (Desert Gold, 64 GB)",17.48 cm (6.88 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹33,999","₹6,799",24% off
90,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹15,499","₹18,499",45% off
91,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹24,999","₹8,999",41% off
92,"OnePlus Nord CE5 5G (Marble Mist, 128 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 128 GB ROM,50MP Rear Camera,"₹31,999","₹24,847",
93,"POCO X7 Pro 5G (Yellow, 256 GB)",16.94 cm (6.67 inch) Display,8 GB RAM | 256 GB ROM,50MP + 8MP | 20MP Front Camera,"₹16,999","₹21,999",31% off
94,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹28,999","₹9,999",41% off
95,"MOTOROLA Edge 60 Stylus (PANTONE Surf the Web, 256 GB)",16.94 cm (6.67 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,50MP + 13MP | 32MP Front Camera,,"₹19,999",31% off
96,"Samsung Galaxy F07 (Green, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹9,999","₹6,799",32% off
97,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
98,"OnePlus Nord CE4 (Dark Chrome, 128 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 128 GB ROM,50MP Rear Camera,"₹24,999","₹21,483",14% off
99,"POCO M7 5G (Ocean Blue, 128 GB)",17.48 cm (6.88 inch) HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 8MP Front Camera,"₹13,999","₹10,599",24% off
100,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
101,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹15,499","₹8,999",41% off
102,"POCO C71 (Power Black, 128 GB)",17.48 cm (6.88 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹9,999","₹7,299",27% off
103,"realme P4x 5G (Matte Silver, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
104,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹15,999","₹12,499",21% off
105,"vivo T4R 5G (Arctic White, 256 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 256 GB ROM,50MP (OIS) + 2MP | 32MP Front Camera,"₹24,999","₹22,999",8% off
106,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹74,999","₹40,999",45% off
107,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
108,"vivo T4 5G (Emerald Blaze, 256 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 256 GB ROM,50MP (OIS) + 2MP | 32MP Front Camera,"₹27,999","₹24,999",10% off
109,"realme P4x 5G (Elegant Pink, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
110,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹13,999","₹8,499",39% off
111,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹33,999","₹18,499",45% off
112,Nokia 105 Classic without Charger,4.5 cm (1.77 inch) Display,32 MB RAM | 32 MB ROM,0MP Front Camera,"₹1,249","₹1,012",18% off
113,"vivo T4 5G (Phantom Grey, 128 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 128 GB ROM,50MP (OIS) + 2MP | 32MP Front Camera,"₹25,999","₹22,999",11% off
114,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
115,"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 50MP + 8MP | 16MP Front Camera,"₹22,999","₹17,499",23% off
116,"Samsung Galaxy F16 5G (Glam Green, 128 GB)",16.91 cm (6.657 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,50MP + 5MP + 2MP | 13MP Front Camera,"₹15,999","₹12,499",21% off
117,"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP + 8MP | 10MP Front Camera,"₹59,999","₹34,999",41% off
118,"realme C71 (Obsidian Black, 64 GB)",17.14 cm (6.75 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13MP Rear Camera | 5MP Front Camera,"₹8,999","₹7,581",15% off
119,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",17.12 cm (6.74 inch) HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 5MP Front Camera,"₹16,999","₹14,999",11% off
120,"Samsung Galaxy F07 (Green, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹9,999","₹6,799",32% off
121,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
122,"POCO C71 (Desert Gold, 128 GB)",17.48 cm (6.88 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,32MP Rear Camera | 8MP Front Camera,"₹9,999","₹7,299",27% off
123,"POCO M7 Pro 5G (Olive Twilight, 128 GB)",16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 20MP Front Camera,"₹18,999","₹12,999",31% off
124,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
125,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 20MP Front Camera,"₹19,999","₹13,499",32% off
126,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹15,499","₹8,999",41% off
127,"realme P4x 5G (Matte Silver, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
128,Kechaoda K112,6.1 cm (2.4 inch) QVGA Display,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP + 0MP | 0MP Front Camera,"₹1,999","₹1,820",8% off
129,"MOTOROLA G86 Power 5G (Pantone Golden Cypress, 128 GB)",17.02 cm (6.7 inch) Super HD Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP | 32MP Front Camera,"₹19,999","₹17,999",10% off
130,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹15,999","₹12,499",21% off
131,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹74,999","₹40,999",45% off
132,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹33,999","₹18,499",45% off
133,"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",17.12 cm (6.74 inch) HD+ Display,6 GB RAM | 128 GB ROM,13MP Rear Camera,"₹10,999","₹8,699",20% off
134,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
135,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP + 10MP | 50MP Front Camera,"₹36,999","₹29,999",18% off
136,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹13,999","₹8,499",39% off
137,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 5MP | 13MP Front Camera,"₹33,999","₹18,499",45% off
138,"POCO C75 5G (Enchanted Green, 64 GB)",17.48 cm (6.88 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP Rear Camera | 5MP Front Camera,"₹10,999","₹8,299",24% off
139,"REDMI 15 5G (Midnight Black, 256 GB)",17.53 cm (6.9 inch) Display,8 GB RAM | 256 GB ROM,50MP Rear Camera,"₹19,999","₹17,990",10% off
140,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
141,"Samsung Galaxy F16 5G (Glam Green, 128 GB)",16.91 cm (6.657 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,50MP + 5MP + 2MP | 13MP Front Camera,"₹15,999","₹12,499",21% off
142,Micromax X1i Smart,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM,0.08MP Rear Camera,"₹1,899",₹944,50% off
143,"POCO M6 Plus 5G (Ice Silver, 128 GB)",17.25 cm (6.79 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 13MP Front Camera,"₹17,999","₹11,150",38% off
144,"Samsung Galaxy F07 (Green, 64 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹9,999","₹6,799",32% off
145,"vivo T4 5G (Phantom Grey, 128 GB)",17.2 cm (6.77 inch) Display,8 GB RAM | 128 GB ROM,50MP (OIS) + 2MP | 32MP Front Camera,"₹25,999","₹22,999",11% off
146,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹34,999","₹29,999",14% off
147,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",17.02 cm (6.7 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹16,999","₹9,999",41% off
148,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",4.5 cm (1.77 inch) Display,32 MB RAM | 32 MB ROM,0MP | 0MP Front Camera,"₹1,599","₹1,202",24% off
149,"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)",17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 8MP | 32MP Front Camera,"₹18,999","₹16,999",10% off
150,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",17.02 cm (6.7 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,50MP + 2MP | 8MP Front Camera,"₹15,499","₹8,999",41% off
151,"realme P4x 5G (Matte Silver, 128 GB)",17.07 cm (6.72 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,"₹17,999","₹15,999",11% off
152,KARBONN Jumbo K9,6.1 cm (2.4 inch) FWVGA Display,Expandable Upto 8 GB,1.3MP + 0MP | 2MP Front Camera,"₹1,890","₹1,255",33% off
153,"Apple iPhone 16 (White, 128 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,128 GB ROM,48MP + 12MP | 12MP Front Camera,"₹15,999","₹69,900",
154,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",16.94 cm (6.67 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,50MP + 2MP | 8MP Front Camera,"₹29,999","₹12,499",21% off
155,"vivo T4 5G (Emerald Blaze, 256 GB)",17.2 cm (6.77 inch) Display,12 GB RAM | 256 GB ROM,50MP (OIS) + 2MP | 32MP Front Camera,"₹74,999","₹26,999",10% off
156,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",15.75 cm (6.2 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,50MP + 12MP | 12MP Front Camera,"₹34,999","₹40,999",45% off
157,"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)",17.02 cm (6.7 inch) Display,8 GB RAM | 256 GB ROM,50MP + 50MP | 50MP Front Camera,"₹27,999","₹29,999",14% off
